ITEM_20150317_000001	Empty_helmet 	Empty_Helmet
ITEM_20151116_007296	The Tenet Mace is the base of all weaponry related to the Tenet Church. It existed since the first Paladin and is the first weapon which was infused with magic that would later be used on other weapons.	Tenet Mace adalah dasar dari senjata yang berhubungan dengan semua Tenet Church. Senjata ini telah ada sejak awal Paladin Master, dan setelah itu merupakan senjata yang mengaplikasikan sihir pertama kali pada senjata lainnya.
ITEM_20151116_007297	Some say that the goddesses had hidden mysterious powers in ferns long ago, and think that is why fern observing rituals before Medzio Diena and applying power to weapons after Medzio Diena is possible. No in depth research has been done by theologians or priests despite the ritual being ancient.	Beberapa orang menyembunyikan kekuatan misterius dari Bracken sejak lama dari Para Goddess, melalui upacara pengamatan sebelum hari Medzio Diena, merepa tela hberpikir bahwa kekuatan itu bisa diaplikasikan kepada senjata. Jika memikirkan ada yang sudah lama, selama itu seorang ahli teologis ataupun priest tidak ada yang pernah meneliti secara mendalam akan hal ini.
ITEM_20151116_007298	Wild animals are frequently encountered enemies for novices and pilgrims. They must be tamed by magic if they cannot be swayed by the goddesses.	Binatang buas adalah merupakan musuh pasti yang mudah ditemui oleh para Pilgrim atau orang yang berlatih. Jika pengaruh dari Goddess tidak tersampaikan maka harus mengatasi mereka dengan kekuatan sihir.
ITEM_20151116_007299	Some priests think that weapons used against Mutant-type monsters should be crafted with diverse materials. The complicated process of metal reinforcement, filling it with divine energy and infusion of magic are applied simultaneously to this weapon.	Beberapa Priest berpikir untuk membuat senjata untuk menghadapi monster yang bermutasi dari berbagai jenis material.Senjata ini pada saat bersamaan diaplikasikan melalui proses yang rumit dengan diperkuat oleh metal dan menyimpan kekuatan suci, lalu memiliki kekuatan sihir.
ITEM_20151116_007300	Recipes for maces have been passed through time without being lost. The main reason behind this is because there is a strong atmosphere considering anything related to the legends Maven amongst priests. Thanks to that atmosphere, there were records of Flurry's recipe allowing it to utilized.	Mace terbuat dengan tidak kehilangan teknik produksi. Jika legenda yang dihubungkan pada Mavern maka situasi apapun dianggap penting,dan memiliki alasan besar untuk mencari posisi kuat diantara cleric. Berkatnya teknik pembuatan dari Flurry yang merupakan Murid Mavern, catatan itu tersisa dan telah digunakan.
ITEM_20151116_007301	Some believe the weapon has the power to break boulders because of the name.	Orang-orang tertentu berpikir bahwa senjata ini memiliki kekuatan yang menghancur batu karena namanya.
ITEM_20151116_007302	It is the weapon of choice for priests when starting a pilgrimage. Whatever the reason may be, there is a definate tendency amongst priests to be comfortable with and prefer maces.	Merupakan senjata yang paling banyak digunakan oleh orang yang awalnya adalah Cleric, ketika berjalan ke jalan dari Pilgrim. Alasan dari pada Cleric itu adalah karena terbiasa dengan Mace, dan sepertinya terdapat tren untuk menggunakannya.
ITEM_20151116_007303	Opinions are emerging saying that scholars should also help resolve the catastrophies Medzio Diena brought as artifacts such as the Istora Mace are being brought back into the light.	Penemuan masa lalu seperti Istora Mace diberitahukan kembali, dan muncullah pendapat tentang para ilmuwan yang harus muncul pada pekerjaan menyelesaikan bencana yang datang pada hari Medzio Diena.
ITEM_20151116_007304	A modified one-handed Espontoon spear.	Spear satu tangan yang merupakan bentuk pengembangan milik Espontoon
ITEM_20151116_007305	It is difficult to infuse magic to separable weaponry. It is also hard for ordinary people to figure out if the magic used to fight demons is infused in the shaft or head of spears.	Memasukkan sihir pada senjata yang dapat dipisah adalah pekerjaan yang sulit. Dan juga mata tombak dan juga pegangan tombak, sulit diketahui oleh orang biasa bagian mana yang memiliki kekuatan sihir untuk melawan iblis.
ITEM_20151116_007306	The magic symbol Koru is hidden on this spear in the form of a fern sprout. Sprouts have long been symbols of great religious import.	Pada tombak ini tersembunyi motif sihir Koru yang melambangkan tunas dari Bracken dengan bentuk tersembunyi. Tunas ini memiliki arti besar sebagai lambang religius sejak lama.
ITEM_20151116_007307	It is inadvisable to use this weapon for hunting even though it may cause greater damage to beasts. It has always been safer to rely on traps and snares when hunting.	Bahkan jika mendapatkan damage yang lebih besar daripada para binatang buas, tidaklah baik merekomendasikan senjata ini untuk dipakai berburu. Sebenarnya dibandingkan senjata untuk berburu lebih aman bergantung pada jebakan dan perangkap.
ITEM_20151116_007308	It is said that masters of this weapon can remove it from monsters after throwing it from a great distance and attack with it again. Some however point out that this combat style is inefficient.	Beberapa orang yang menggunakan senjata ini dengan sempurna, setelah mengenai tubuh monster dengan melemparkannya dari jauh, mencabutnya kembali sehingga dapat menyerang. Hanya saja teknik bertempur seperti ini jika sendirian, sebenarnya tidak efektif.
ITEM_20151116_007309	Unfortunately, parts of the Escanciu Spear recipe have been lost. However, substituting the unknown ingredients with others based on different weapons still created the desired effects. The only problem is that it is unkown if they are the ingredients that Flurry first thought of.	Sayangnya, teknik pembuatan Escanciu Spear dalam kondisi tidak diketahui sebagian. Hanya saja dengan merefrensikan senjata lainnya, menggunakan bahan lain yang tidak diketahui pasti sebagai pengganti bagian yang tidak diketahui, sehingga efek yang diharapkan muncul. Masalahnya titik dimana apakah bahan yang dipikirkan oleh Flurry pertama kali benar atau tidak.
ITEM_20151116_007310	There is no doubt that this weapon is a great help in hunting monsters no matter the circumstances that caused the creator to hide behind the name Krag.	Penemu dari senjata ini menyembunyikan identitasnya karena alasan tertentu, dan menggunakan nama Krag, yang pasti senjata ini sungguh membantu ketika berburu monster.
ITEM_20151116_007311	Wild animals are as much of an obstacle to pilgrims as demons. The spear used to be chosen as it is effective against both enemies, requires less care than projectile weapons and can also be used as a cane.	Demon yang mengganggu Revelation adalah masalah, tetapi mahluk buas yang merupakan penghalang dari revelation adalah hal yang sama. Spear merupakan senjata yang kuat bagaimanapun, dan dipilih karena tidak membutuhkan banyak perawatan dibandingkan Throwing weapon, dan juga dapat digunakan sebagai Wand.
ITEM_20151116_007312	According to some theories, the Istora Spear had an original form unlike different Istora weapons which became the roots on which other Istora weaponry was invented.	Menurut opini seseorang, yang membedakan Istora Spear dengan Istora weapon lainnya, ia memiliki suatu bentuk awal yang sudah ada sejak semula, dan dari sana menjadi awal mula ditemukannya jenis senjata Istora lainnya.
ITEM_20151116_007313	It was crafted with the durability to withstand charging Mutant-type monsters.	Dibuat untuk memiliki daya tahan yang kuat agar dapat menghadapi monster tipe mutasi yang menyerbu.
ITEM_20151116_007314	Insectoid monsters occasionally attack from the air. Therefore, users of this weapon must prepare against air attacks from insectoid monsters.	Jika serangga datang menyerang, terkadang terdapat mereka datang dari arah udara bebas. Maka dari itu pemakai senjata ini membutuhkan persiapan terhadap monster tipe serangga yang menyerang dari udara bebas.
ITEM_20151116_007315	The largest weakness of theory that Krag weapons were crafted by Ruklys is that it cannot explain the fact that the weapon would not be named as such if it had been crafted prior to the betrayal, and that there would not have been enough time to craft it afterwards.	Kelemahan paling besar dari teori asal mula dari orang-orang yang beropini akan Krag Weapon milik Ruklys adalah, senjata ini dibuat sebelum pemberontakannya dantidak ada alasan namanya digunakan pada senjata itu, dan tidak dapat menjelaskan titik tidak adanya waktu untuk melakukan penemuan setelah pemberontakan.
ITEM_20151116_007316	It is a weapon that clearly shows that pilgrams truly come from all walks of life. Those that are not afraid of becoming burdens may opt to choose this weapon.	Konfigurasi dari orang-orang yang turut berpartisipasi pada revelation adalah senjata yang memperlihatkan secara jelas titik yang sangat bervariasi. Merupakan senjata yang baik untuk dipilih, jika bukan merupakan orang yang tidak khawatir akan barang bawaan pada perjalanannya.
ITEM_20151116_007317	The Istora Pike is said to be the first Istora weapon to be crafted from methods discovered from the Istora Spear.	Istora Pike disebut sebagai Istora weapon pertama yang mengaplikasikan teknik yang ditemukan dari Istora Spear.
ITEM_20151116_007318	Weapons based on the Tenet Church were not all conceived at the same time. The staff was crafted relatively late when compared to it's simplicity, and was completed when efforts to maintain different ingredients that have different magic retention times succeeded.	Peralatan tempur yang berawal dari Tenet Church tidak semua ditemukan pada periode yang sama. Staff dibuat telat jika dibandingkan kesederhanaannya itu, benda ini telah diselesaikan ketika usaha keras berhasil untuk menjaga waktu yang ditentukan dari durasi sihir yang berbeda sesuai dengan materialnya.
ITEM_20151116_007319	Death was already immanent within the rapid growth behind the explosive increase of plants. It draws as near as life force is used for rapid growth and magic gained from ferns has the same effect on plants.	Sejak tumbuhan mulai bertumbuh secara pesat, sudah terdapat kematian yang hidup di dalam pertumbuhan yang tergesa-gesa itu. Kehidupan yang dikonsumsi untuk pertumbuhan cepat juga mempercepat kematian, Kekuatan sihir yang didapat dari Bracken mengembalikan efek seperti itu kepada tanaman lainnya.
ITEM_20151116_007320	Though it may seem contradictory, the people that assited the most in crafting this weapon to be effective against beasts are people that had professions related to the care of animals.	Merupakan sesuatu yang kontradiktif tetapi, orang-orang yang memberikan bantuan paling banyak pada pekerjaan melelahkan melawan binatang buas dengan equipment ini, merpakan orang-orang yang bekerja sangat menyayangi binatang sebelum hari Medzio Diena.
ITEM_20151116_007321	Infusing magic against Mutant-type monsters is more difficult than one may think. It must repress the tendency of objects trying to mutate after Medzio Diena as well as being susceptible to magic as a weapon.	Memberikan sihir perlawanan pada Monster tipe mutasi adalah proses sulit dibandingkan dugaan. Di satu sisi menekan kecenderungan mutasi benda karena hari Medzio Diena, sebagai senjata harus mendapat kekuatan sihir.
ITEM_20151116_007322	Some theorize that the reason Agailla Flurry thought of crafting a weapon effective against insectoid monsters is because nobody had bothered to do so before her.	Menurut opini, Agaria Flurry berpendapat karena sampai saat ini tidak ada orang yang memiliki pemikiran untuk membuat senjata melawan monster tipe Serangga.
ITEM_20151116_007323	Those that support the Ruklys origin theory say that the name was changed as he had been declared as a traitor. However, they cannot explain why the name Krag was chosen.	Orang-orang yang beropini akan teori asal mula Ruklys, karena pada saat itu Ruklys dianggap sebagai pemberontak, maka ia menyembunyikan namanya dan menggunakan nama seperti ini. Tetapi orang-orang seperti itu tidak bisa menjelaskan alasan kenapa Nama Krag digunakan.
ITEM_20151116_007324	There are numerous locations in the kingdom which contain legends and stories of the goddesses as they have been with us for a long time. It is only natural for there to be pilgrims traveling to those locations and seek measures to make it a safer journey.	Selama beberapa waktu yang lama manusia bersama dengan Para Goddess, tidaklah sedikit tempat-tempat tersimpannya jejak keberadaan dan cerita dari Goddess di beberapa tempat di kerajaan. Muncul orang yang ziarah ke tempat seperti ini, dan pencarian cara agar mereka dapat berkelana adalah perkerjaan yang sangat alamiah.
ITEM_20151116_007325	There are some that believe that Mutant-type monsters receive more damage from Istora weapons because they are go against the laws of nature.	"Beberapa orang berpikir karena monster tipe mutasi melawan hukum alam, sehingga mendapatkan damage yang lebih banyak dari Istora Weapon.
"
ITEM_20151116_007326	 - All Cryomancer skills level +2{nl}  - 15% chance to inflict [Freeze] on an enemy for 3 seconds when attacking with an Ice property skill	 - Seluruh skill Cryomancer meningkat +2 level {nl}  - Ketika menyerang menggunakan Ice Attribute Skill, kemungkinan 15% memberikan efek Freezing kepada musuh selama 3 detik
ITEM_20151116_007327	Pistol [Missile]	Gun[Missile}
ITEM_20151116_007328	Training Revolver	Training Revolver
ITEM_20151116_007329	Thanks to the resurgence in Istora weaponry, some scholars in the Istora region have invented radically new weapons. This weapon is a representative sample.	Jenis Istora Weapon ditinjau dan melalui beberapa ilmuwan dari area Istora, telah ditemukan senjata dengan bentuk yang sama sekali berbeda. Senjata ini adalah salah satu contoh yang mewakilkannya.
ITEM_20151116_007330	Epee	Epe
ITEM_20151116_007331	Training Rapier	Training Rapier
ITEM_20151116_007332	Aston Rapier	Aston Rapier
ITEM_20151116_007333	Sharp Rapier	Sharp Rapier
ITEM_20151116_007334	Duelist	Dualist
ITEM_20151116_007335	 - All Fencer skills level +1	#NAME?
ITEM_20151116_007336	Venier	Benire
ITEM_20151116_007337	- All Fencer skills level +2{nl} - 3% chance of inflicting additional Holy property damage	- Semua Fencer Skills Level +2{nl} - 3% chance tambahan damage holy property ketika sedang menyerang
ITEM_20151116_007338	Cannon 2	Canon 2
ITEM_20151116_007339	Cannon 3	Canon 3
ITEM_20151116_007340	Cannon 4	Canon 4
ITEM_20151116_007341	Cannon 5	Canon 5
ITEM_20151116_007342	Musket	Muskeet
ITEM_20151116_007343	Musket [Missile]	Muskeet [Missile]
ITEM_20151116_007344	Musket 2	Muskeet 2
ITEM_20151116_007345	Lighter than other armors with similar defense.	Termasuk ringan jika dibandingkan Armor dengan defense yang sama.
ITEM_20151116_007346	Long ago, a goddess suggested the crafting of objects to the other goddesses. Most of the goddesses that heeded their colleague's suggestion mainly did so out of amusement, but the goddess that suggested it meant to leave the objects containing the divine powers of the goddesses in the world for the generations to come. One of those arrangements are these gloves	Dahulu kala seorang Goddess membuat beberapa benda dan menawarkannya kepada Para Goddess lainnya. Para Goddess yang berpartisipasi akan hal ini, biasanya berpartisipasi karena menganggap hal ini permainan saja, tetapi tujuan dari Goddess yang mengajak melakukan hal ini adalah untuk memberikan barang-barang suci milik para Goddess dengan tujuan agar dapat membantu manusia ke depannya. Salah satu dari barang itu tidak lain adalah Glove ini.
ITEM_20151116_007347	A long time ago, several goddesses made objects containing divine power for their own amusement. It is said that they did so in the Goddess' Ancient Garden but it is difficult to know if this is true. Whatever the case may be, the objects crafted at the time, such as these boots, are still proving their worth.	"Dulu kala para Goddess berkumpul di suatu tempat dan memainkan permainan lalu membuat benda-benda yang memiliki kekuatan suci. Tempat mereka berkumpul disebut Olg Garden katanya, tetapi kebenaran itu sulit untuk diketahui.
Bagaimanapun Benda yang dibuat pada saat bersamaan adalah seperti sepatu ini yang tersisa di dunia dan memiliki nilai tersebut. "
ITEM_20151116_007348	The fact that the authority of the goddesses is indirectly being used against enemies through the objects they crafted carries great significance even if the goddesses did not put their heart and souls into crafting them.	Walaupun tidak dapat membuat mengabdikan diri sepenuh hati kepada Para Goddess, dengan adanya benda-benda seperti ini, secara tidak langsung dengan kekuatan dari para Goddess mengarah kepada para musuh di dunia dan memiliki arti penting dari kebenaran yang ada.
ITEM_20151116_007349	Long ago, when the goddesses crafted mystical objects for their amusement in the Goddess' Ancient Garden, some were crafted by coating existing ones with their divine power. These clothes are such examples.	Dahulu pada suatu tempat yang disebut Olg Garden of Goddess, ketika para Goddess membuat benda-benda misterius untuk permainan, beberapa benda dibuat dengan cara menambahkan kekuatan suci pada benda yang telah ada saat ini. Pakaian ini juga termasuk akan benda tersebut.
ITEM_20151116_007350	It is uncertain if whether the Goddess' Ancient Garden where these gloves were crafted indicates the same location as the Goddess' Ancient Garden known today. Whatever the location may be, the gloves were certainly made in the Goddess' Ancient Garden.	Tempat Glove ini dibuat, adalah Goddess' Ancient Garden yang dimana dahulu para Goddess berkumpul dan membuat beberapa jenis benda-benda, entah apakah tempat ini sekarang memiliki nama yang sama dengan yang dulu atau tidak. Tetapi bagaimanapun tempat Glove ini dibuat untuk pertama kalinya, sudah pasti di Garden tersebut.
ITEM_20151116_007351	The fact that there are no separate recipes for Ogva equipment is indirect proof that indicates that the origins lie with the goddesses.	Equipment yang memiliki nama Ogva, diketahui tidak terdapat cara membuatnya secara terpisah. Benda-benda ini merupakan bukti tidak langsung akan asal muasal dari Para Goddess.
ITEM_20151116_007352	Of the many theories, the theory that Laima was the first goddess to propose the crafting of Ogva equipment to the goddesses is the most convincing.	Terdapat berbagai jenis teori, tetapi Goddess pertama yang menganjurkan untuk membuat berbagai equipment Ogva dengan memanggil para Goddess, dan Laima Goddess disebut-sebut adalah Goddess yang paling berpengaruh.
ITEM_20151116_007353	It is unknown if the Goddess' Ancient Garden in which Ogva equipment was said to have been crafted indicates the same location that is known today or how long ago the events took place. However, it is widely believed that it took place before written history.	Equipment Ogva dibuat oleh para Goddess di suatu tempat bernama Goddess' Ancient Garden, saat ini tidak dapat diketahui entah sudah berapa lama hal itu terjadi dan dimana lokasi tepatnya kejadian itu. Hanya saja terdapat suatu teori dimana hal ini terjadi ketika manusia belum mencatatkan sejarah.
ITEM_20151116_007354	Some believe that there is an all powerful piece of equipment that contains extreme amounts of divine power based on the fact that Ogva equipment is completed by the goddesses' divine power and spend their lives trying to find it. Of course, all such efforts resulted in failure and it is unknown if there actually is such a piece of equipment. However, those searches did result in the discovery of previously unknown equipment such as these gloves.	Beberapa orang percaya bahwa Equipment Ogva dibuat sebagai produk akhir menggunakan kekuatan suci dari para Goddess, dan mereka yakin terdapat di suatu tempat equipment dengan kekuatan mutlak yang suci yang ekstrim, dan mereka bermaksud mencari item tersebut. Tentu saja semua usaha itu gagal total, tidak dapat diketahui apakah benar benda seperti itu ada atau tidak, hanya karena sebuah isu singkat. Hanya saja terdapat hasil dari pencarian akan equipment yang tidak diketahui sebelumnya seperti Glove ini.
ITEM_20151116_007355	We cannot know which powers were given to the various pieces of equipment by certain goddesses long ago in the Goddess' Ancient Garden. However, we can make assumptions. These boots most likely have the divine power of Zemyna.	Saat ini tidak dapat diketahui, bahwa dahulu kala pada Ancient Garden suatu Goddess menaruh kekuatan apa, pada benda apa. Tetapi hal itu dapat diprediksi. Mungkin juga Shoes ini menyimpan kekuatan dari Goddess Zemyna.
ITEM_20151116_007356	Some complain that the goddesses should have given this piece of equipment better durability and strength when compared to others.	Orang-orang yang banyak mengeluh mengatakan bahwa sangatlah baik jika para Goddess mememberikan daya tahan yang baik pada equipment ini dibandingkan apapun ketika menaruh kekuatannya. 
ITEM_20151116_007357	It is unknown how Ogva equipment were spread and revealed to the world. However, too much time has passed to find those origins.	Seorang inspektur pergi melintasi rute, dan mengatakan tidak diketahui bahwa Equipment Ogva tersebar di dunia dan apakah muncul secara umum. Hal itu hanya dapat dibuktikan seiring dengan berjalannya waktu yang lama.
ITEM_20151116_007358	There have been attempts to control plants with other plants since Medzio Diena. These pieces of equipment are one of the successfully applied cases of those attempts.	Setelah hari Medzio Diena, kota yang bermaksud mengontrol tanaman terhubung satu sama lain dengan menggunakan tanaman. Salah satu equipment yang berperan membantu akan kesuksesan hal ini adalah equipment jenis armor.
ITEM_20151116_007359	It is a difficult task to magically apply the self protection substances of ferns to weapons after Medzio Diena. The goddesses must be thanked for the fact that those efforts succeeded.	Setelah hari Medzio Diena, adalah hal yang sulit untuk mengekstrak zat pelindung diri sendiri secara sihir pada senjata. Kesuksesan akan usaha seperti ini harus disampaikan kepada Goddess.
ITEM_20151116_007360	There are two methods in crafting magical equipment. One is to follow the recipe from the beginning and the other is to infuse pre-existing equipment. It is the latter in the case of this piece of equipment.	"Cara membuat Magic Equipment dibagi menjadi 2. Pertama adalah teknik ketika pembuatan mengikuti proses produksi yang ditentukan dan teknik memberikan sihir pada equipment biasa yang sudah dibuat terlebih dahulu. Tentu saja equipment yang ini menggunakan cara yang kedua.
"
ITEM_20151116_007361	It was relatively easy to apply the magic derived from ferns that saw explosive growth after Medzio Diena to offensive equipment. There are cases where the effects changed or weakened in the case of protective equipment such as in the case of this outfit.	Setelah hari Medzio Diena kekuatan sihir yang diarahkan dari Bracken yang tumbuh dengan pesat, biasanya mudah untuk diaplikasikan pada equipment yang ofensif.  Ada kemungkinan efeknya berubah atau melemah jika diaplikasikan pada armor, maka Pakaian ini juga seperti itu.
ITEM_20151116_007362	The effort of waiting for the moment a fern blooms in a special place where noone can see is required to craft these gloves. The patience and concentration is rewarded by the gloves enhancing the accuracy of the wearer.	Dibutuhkan usaha keras menunggu saat Bracken tumbuh pada tempat yang tidak dapat dilihat siapapun pada waktu tertentu, untuk membuat Glove ini. Kesabaran dan konsenstrasi seperti ini terbayarkan dengan hasil armor yang meningkatkan akurasi kepada pemakainya.
ITEM_20151116_007363	The ritual of watching a fern bloom before Medzio Diena was thought to be a custom for wish fulfillment or good luck, but just like all life has changed afterwards, is now a method of applying magic to protective equipment such as this.	"Sebelum hari Medzio Diena upacara menjaga pembakaran Bracken dianggap sebagai adat untuk keberuntungan atau memohon permintaan, tetapi setelah hari Medzio Diena seluruh kehidupan manusia yang lampau berubah total ke arah lainnya, dan sekarang menjadi sarana memberikan sihir kepada armor seperti ini.
"
ITEM_20151116_007364	Some are of the belief that the fern observing rituals and the reason that power can be applied to equipment after Medzio Diena is because the goddesses hid mystical powers in ferns long ago. No in depth research has been done by theologians or priests despite the ritual being ancient.	Orang-orang tertentu menyembunyikan kekuatan misterius pada Bracken sejak lama, maka dari itu setelah upacara pengamatan Bracken pada hari sebelum Medzio Diena, dan setelah itu mereka berpikir dapat mengaplikasikan kekuatan itu pada Equipment. Jika berpikir akan adat yang sudah berjalan lama, tidak pernah ada penelitian mendalam mengenai adat ini oleh Priest atau teologis selama ini.
ITEM_20151116_007365	The magic symbol Koru is hidden on this outift in the form of a fern sprout. Sprouts have long been symbols of great religious import.	Pada pakaian ini tersembunyi Pola Magic Koru yang melambang bracken Sprout dengan bentuk tersembunyi. Sprout memiliki arti besar secara religius sejak dahulu kala.
ITEM_20151116_007366	The individual rings that comprise these gloves have been crafted through the application of magical powers symbolized by fern buds. Magical equipment with this sort of power may not be craftable if the vegetation abnormality disappears one day.	Glove ini dibuat dengan mengaplikasikan kekuatan sihir yang melambangkan Bracken Sprout yang dipilih satu per satu. Jika suatu saat tanaman yang muncul ketika Medzio Diena menghilang, mungkin saja pada saat itu tidak bisa membuat item-item yang dapat menyimpan kekuatan sihir seperti ini.
ITEM_20151116_007367	All vegetation that saw explosive growth after Medzio Diena possess some degree of life and energy absorption. To apply this ability to equipment and allow it to absorb energy from the earth is a very difficult task.	Setelah hari Medzio Diena semua tanaman-tanaman yang tumbuh pesat, menjadi memiliki kekuatan menyerap vitalitas dan hawa kehidupan baik besar maupun kecil. Maka dari itu mengaplikasikan kekuatan ini pada equipment untuk bisa mendapatkan energi dari tanah adalah pekerjaan yang sulit.
ITEM_20151116_007368	Magic extracted from ferns can be made to possess either light seeking or shunning characteristics. However, it is made to resist darkness even if it is theoretically possible to make it resist light due to cost and practicality reasons.	Dapat memilih salah satu karakteristik yang diinginkan dari kekuatan sihir yang diekstrak atas keunikan Bracken yaitu menyukai cahaya atau tidak menyukai cahaya. Tetapi dengan mempertimbangkan biaya dan pemakaian praktikalnya, maka diputuskan untuk membuat  agar dapat mengatasi kegelapan, dan hal yang sebaliknya tidak diproduksi walaupun dapat dilakukan secara teori.
ITEM_20151116_007369	There was a time when Divdirbys master Tesla used to roam the kingdom. Some pieces of magic equipment have tales of his travels. People usually accept such legends even though it is uncertain how the sculptor priest Tesla influenced the crafting of these gloves.	Dievdirbys master Tesla pernah mengelilingi beberapa tempat di kerajaan sebelumnya. Terdapat cerita yang mengatakan beberapa Equipment Magic terdapat kaitannya dengan keberadaannya. Tidak diketahui dengan jelas bagaimana Tesla yang merupakan Priest of Wood Carving terkena pengaruh dalam pembuatan glove ini, tetapi orang-orang percaya akan legenda itu.
ITEM_20151116_007370	There is a legend of Tesla crafting these boots after being pricked by a thorn in the foot whilst passing Sirdgela Forest. Whether the forest was filled with thorns or if Tesla really crafted the boots after such an experience is not important. Nobody has gone to ask Tesla even though he is alive and well.	Terdapat legenda dimana Tesla membuat Shoes ini karena ketika dahulu sedang menjelajahi Sirdgela Forest kakinya tertusuk oleh duri. Pada saat itu entah apakah duri juga tumbuh berlebihan atau tidak, tapi setelah kejadian itu terjadi, Tesla membuat equipment ini, walaupun bukan sesuatu yang penting. Mungkin saja Tesla itu sendiri masi hidup, tetapi tidak ada orang juga yang pergi bertanya untuk hal itu.
ITEM_20151116_007371	Sirdgela equipment is full of legend and story. Some say that these pants were crafted with cloth woven from thread gathered from brambles. There are many people that are fond of the figure of the lonely girl who makes thread from brambles regardless of whether those tales are true or not.	Sirdgela Equipment memiliki banyak cerita dan legenda. Menurut suatu legenda, celana ini dibuat dengan menggunakan kain dari benang yang diambil pohon berduri. Kebenaran dari legenda itu dan tidak ada hubungannya, banyak orang yang menyukai seorang gadis kecil yang membuat benang dari pohon berduri di hutan sendirian,
ITEM_20151116_007372	Those that like to seek the stories related to magical items say that these robes were crafted when Tesla decided become a priest as well as an ordinary sculptor. The psychology of people whom like to attach mystical stories to Sirdgela equipment is a field worth researching.	Orang-orang yang menyukai cerita mengenai Magic Item, berkata robe ini dibuat Tesla sebagai peringatan ketika memutuskan menjadi priest dari pemahat biasa. Sirdgela Equipment  merupakan sesuatu yang cukup layak diteliti oleh orang-orang yang menyukai cerita misteri.
ITEM_20151116_007373	The reason Sirdgela equipment has more diverse and mystical stories than other magical equipment may be influenced by the unique environment of being a Thorn Forest. However, if that is the case, it means that all the stories are from after Medzio Diena making them works of fiction.	Alasan terdapatnya cerita misterius dan beragam pada Sirdgela Equipment dibandingkan Magic Equipment lainnya, karena mendapat efek dari lingkungan unik yang disebuk Thorn Forest. Kalau begitu bisa dibilang setelah hari Medzio Diena asal mula dari cerita legenda ini, tetapi semua hanya cerita tanpa dasar saja.
ITEM_20151116_007374	According to legend, there were many soldiers going missing in or near Sirdgela, and these boots were crafted by the families and friends looking for their lost ones.	Menurut legenda Sirdgela di masa lalu banyak prajurit yang menghilang di sekitarnya, dan sepatu ini katanya dibuat oleh teman dekat yang mencari mereka yang hilang.
ITEM_20151116_007375	Developments in the use of leather gained from wild animals that have always infested Sirdgela Forest are said to have been the origins behind this outfit.	Sejak sebelumnya asal muasal baju ini dikembangkan dengan cara menggunakan kulit itu dengan berburu para binatang buas yang muncul di Sirdgela Forest.
ITEM_20151116_007376	It is said that many wild animals existed in Sirdgela even before the increase of monsters after Medzio Diena. These gloves are said to have existed since then.	Dahulu sebelum banyak monster akibat hari Medzio Diena di Sirdgela, katanya terdapat banyak binatang buas. Sarung tangan ini pun telah ada sejak jaman itu katanya.
ITEM_20151116_007377	Although this is only one of the many theories that surrounds Sirdgela equipment, it is said that these boots have been traditionally crafted in the Sirdgela region to traverse rough terrain.	Memang teori ini akan berbagai Sirdgela Equipment mengenai beberapa legenda dan asal usul adalah sebuah teori, tetapi sepatu ini katanya telah dibuat di daerah Sirdgela sudah sejak lama secara tradisional untuk bergerak dengan baik di hutan yang kasar.
ITEM_20151116_007378	It becomes evidence of an item being crafted long ago in a different environment if magical properties that are unrelated to the weather of a location is infused with equipment.	Saat ini atau masa lalu pun, alasan mengapa menaruh attribute magic pada equionebt yang dibutuhkan pada tanpa hubungan nama daerah dan iklim, merupakan dasar dari legenda dibuatnya pada lingkungan lain dahulu kala.
ITEM_20151116_007379	Philis Gloves are said to have had more magic before Medzio Diena. The reasons behind the weakening of magic after the collapse of the 3 layer castle wall on Medzio Diena remains unknown.	Dulu Philis Glove merupakan equipment dengan kekuatan sihir lebih tinggi dibandingkan sekarang setelah hari Medzio Diena. Setelah 3 Neutral Wall hancur, pada hari Medzio Diena  tidak diketahui alasan kenapa kekuatan sihir yang ada di equipment ini melemah.
ITEM_20151116_007380	Philis equipment is characterized by it's ability to provide it's wearers with pleasantness in closed environments.	Armor-armor Philis memiliki karakteristik memberikan kenyamanan pemakainya pada lingkungan tertutup.
ITEM_20151116_007381	This equipment, which used to be the full-dress uniform of the guards of the 3 layer castle wall, had special magical treatment for reasons only known by the leading members of the army. However, it seems that those reasons will be difficult to figure out as all the high ranking officers are dead.	Equipment ini yang dikenakan oleh para penjaga 3 neutral wall, menggunakan sihir khusus yang dirahasiakan dan hanya diketahui oleh Pemimpin militer saja. Tetapi saat ini para komandan senior tingkat tinggi 3 neutral wall telah terbunuh sehingga sulit untuk mengetahui alasan itu.
ITEM_20151116_007382	The regulation issued uniforms of the guards of the 3 layer castle wall were produced in various forms according to their needs. These gloves were produced with ordinary siege warfare in mind.	Pakaian resmi dari pasukan penjaga 3 Neutral Wall berbagai bentuknya telah dibuat menyesuaikan kebutuhan. Untuk sarung tangan ini merupakan equipment yang dipersiapkan untuk pertempuran gerilya biasa yang dapat diperkirakan.
